timestamp,latitude,longitude,altitude_m,battery_percent,signal_strength_dbm,network_load_mbps
2025-01-01 00:00:00,13.004967141530113,79.99321505269513,25.566639280432828,37.34889062368013,-70.71103726658173,139.97602373756624
2025-01-01 00:00:01,12.998617356988289,79.99694500536947,118.57676058248134,94.04916672078646,-86.05728303291203,446.67532580483567
2025-01-01 00:00:02,13.006476885381007,79.99402618938954,100.00184814484173,61.18638252464172,-61.39842174637155,489.0257867694407
2025-01-01 00:00:03,13.01523029856408,80.00110418046945,106.88090716314495,58.48799049663515,-51.79173180025298,339.88084132482277
2025-01-01 00:00:04,12.997658466252767,80.01197178531461,89.42942781429461,99.68832708748366,-58.33113892899265,485.1795483300703
2025-01-01 00:00:05,12.997658630430509,79.99228957842858,38.60500328086995,50.71439907107813,-77.5066961232763,144.6373837811356
2025-01-01 00:00:06,13.015792128155073,80.01000820497768,23.102844241803226,88.33002519137912,-87.31470134421889,407.770006239586
2025-01-01 00:00:07,13.007674347291529,79.99218327927653,106.46566077360136,88.98752482534849,-51.315251967224576,339.54387528253415
2025-01-01 00:00:08,12.99530525614065,79.99152372787503,59.63306537361231,38.61361682862365,-77.18457278290194,132.3327235013545
2025-01-01 00:00:09,13.00542560043586,80.00818594618343,46.386487603991995,27.587175388012966,-93.78230925405656,159.885232842089
2025-01-01 00:00:10,12.995365823071875,80.00921936378008,76.16729588389444,98.04960925726914,-63.57183321079121,244.82420758518919
2025-01-01 00:00:11,12.995342702464297,80.00851409936763,62.08985224757193,54.071749130845355,-81.4327479371642,396.030024930723
2025-01-01 00:00:12,13.00241962271566,79.98684202591782,85.1665995687557,20.17762576081564,-48.73367009030027,436.23891233344364
2025-01-01 00:00:13,12.980867197553422,79.99534049021928,68.37932330545135,59.92142670631669,-87.12096375850717,317.3395748320016
2025-01-01 00:00:14,12.98275082167487,80.00822988592003,89.72331404402706,69.54402909979603,-71.08595330174123,361.0666097399406
2025-01-01 00:00:15,12.99437712470759,80.00041541840564,105.3423269509143,82.08705979584273,-81.07783880139435,132.6609192698712
2025-01-01 00:00:16,12.989871688796656,79.98926307153802,39.555701095578904,95.43536945789108,-57.071910942840525,370.794703339308
2025-01-01 00:00:17,13.003142473325953,80.00458317939126,52.94328805654868,93.21365031563704,-64.83079998534181,302.8849266828132
2025-01-01 00:00:18,12.990919759244788,79.99285192741009,63.68155865706389,95.21086560438948,-51.49567544132722,112.23753171789885
2025-01-01 00:00:19,12.985876962986648,80.01794524848393,116.20584480276382,22.570011860757823,-69.77630836269913,475.1432988295975
2025-01-01 00:00:20,13.014656487689216,80.01544841462419,56.53336135474853,76.94193070643742,-94.73553626505824,256.9169450980138
2025-01-01 00:00:21,12.997742236995135,80.00604097426356,58.10998495926295,38.06863702445493,-83.16419357032774,397.436547710363
2025-01-01 00:00:22,13.00067528204688,80.0136100670477,85.34725229595611,35.00421497645232,-40.04635904931495,263.28077063687516
2025-01-01 00:00:23,12.985752518137865,80.00064791350124,61.919970988994926,84.02548548794003,-72.70602558797694,466.53542145191636
2025-01-01 00:00:24,12.994556172754749,80.00765437494375,115.12237456396052,53.370375133830386,-60.887069066257595,71.49841293426137
2025-01-01 00:00:25,13.001109225897098,80.01477720295303,109.4468760475444,93.32800606258687,-45.228761556768355,273.5311582595083
2025-01-01 00:00:26,12.988490064225777,80.00245498681794,71.3408777775673,23.39480726365653,-93.87116998202013,13.552346027866035
2025-01-01 00:00:27,13.003756980183457,79.99744812828486,84.47752339478498,84.17446635897305,-58.72159319814326,99.49940267651891
2025-01-01 00:00:28,12.993993613100812,79.98295378041823,25.803056188362056,30.946752902607653,-79.13926643118597,141.23222579725163
2025-01-01 00:00:29,12.997083062502067,79.99916866474278,89.5730528032398,34.126176125198754,-79.64134595561627,236.83242547757615
2025-01-01 00:00:30,12.993982933877707,80.00823423184562,90.72008729490322,58.188137241959915,-82.63317282134312,410.26615605462405
2025-01-01 00:00:31,13.018522781845089,80.00945633427568,55.91992956432081,51.64719526982396,-49.74989310398621,233.8605957826797
2025-01-01 00:00:32,12.999865027752621,80.00504365065719,41.96828836252727,58.89378449029368,-74.4878747154428,281.0324125546887
2025-01-01 00:00:33,12.989422890710442,79.99458700905038,111.50784018170167,95.20212176248441,-91.30859039567659,462.1031259799739
2025-01-01 00:00:34,13.008225449121031,79.98023178431052,62.67049008051277,72.59111484508585,-89.67318631642603,378.5096997865285
2025-01-01 00:00:35,12.98779156350029,79.99504784901995,85.37061048017107,43.224750547360046,-86.82621005222589,26.051490719486896
2025-01-01 00:00:36,13.002088635950047,79.99695655128946,23.332879497625598,33.8326969854276,-45.55898270119911,89.05483277005683
2025-01-01 00:00:37,12.980403298761201,79.9968707103281,61.40671665768363,53.60370201047469,-71.49061154209616,20.070538553502345
2025-01-01 00:00:38,12.986718139511016,80.00618556356977,101.725881101388,56.13128218141901,-44.61728632202635,35.459074128463925
